   Pol-Flux            x              r              R               R+r             Te              ne              Ti            Zeff          omega-tor           Er              ni           nimp             nf              Tf
   1.0317417e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.0419569e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.0521722e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.0623875e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.0726027e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.0828180e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.0930333e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1032485e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1134638e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1236791e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1338943e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1441096e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1543249e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1645401e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1747554e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1849706e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.1951859e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2054012e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2156164e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2258317e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2360470e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2462622e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2564775e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2666928e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2769080e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2871233e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.2973386e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3075538e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3177691e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3279843e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3381996e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3484149e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3586301e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3688454e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3790607e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3892759e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.3994912e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4097065e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4199217e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4301370e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4403523e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4505675e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4607828e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4709980e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4812133e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.4914286e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5016438e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5118591e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5220744e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5322896e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5425049e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5527202e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5629354e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5731507e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5833659e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.5935812e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6037965e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6140117e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6242270e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6344423e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6446575e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6548728e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6650881e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6753033e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6855186e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.6957339e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7059491e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7161644e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7263796e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7365949e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7468102e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7570254e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7672407e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7774560e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7876712e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.7978865e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8081018e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8183170e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8285323e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8387476e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8489628e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8591781e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8693933e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8796086e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.8898239e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9000391e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9102544e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9204697e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9306849e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9409002e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9511155e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9613307e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9715460e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9817613e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   1.9919765e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0021918e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0124070e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0226223e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0328376e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0430528e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0532681e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
   2.0634834e-02   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   3.0253341e+02   5.2169024e-01   3.8584727e+02   1.0000000e+00   7.4175223e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6000000e+01
